,Name,Album,Artist,Year,Popularity,Duration,Tempo,Key,Valence,Liveness,Danceability,Instrumentalness,Acousticness,Energy
130,Hymn for the Weekend,A Head Full of Dreams,Coldplay,2015,81,258.266,90.027,0,0.412,0.325,0.491,6.92e-06,0.211,0.693
100,Drag Me Down,Made In The A.M. (Deluxe Edition),One Direction,2015,81,192.12,138.113,0,0.595,0.0657,0.73,0.0,0.109,0.703
111,Without Me,Without Me,Halsey,2018,81,201.66,136.041,6,0.533,0.0936,0.752,9.11e-06,0.297,0.488
21,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010,81,217.866,145.837,1,0.065,0.106,0.523,0.0,0.512,0.606
127,Wolves,Wolves,Selena Gomez,2017,80,197.993,124.987,11,0.306,0.204,0.724,0.0,0.124,0.804
55,Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2016,80,230.226,194.169,0,0.449,0.111,0.319,0.0,0.0285,0.739
28,Bad Liar,Origins (Deluxe),Imagine Dragons,2018,80,260.773,177.913,3,0.0827,0.368,0.383,0.0,0.0722,0.637
51,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017,80,201.0,91.873,5,0.476,0.169,0.681,0.0,0.64,0.372
106,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016,80,217.70600000000002,100.017,1,0.352,0.179,0.728,0.0,0.621,0.563
46,Paradise,Mylo Xyloto,Coldplay,2011,80,278.719,139.631,5,0.212,0.0833,0.449,8.75e-05,0.0509,0.585
44,Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,2019,80,197.866,92.977,5,0.548,0.0802,0.64,0.0,0.124,0.648
4,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010,79,220.733,109.012,5,0.434,0.0876,0.637,0.0,0.0151,0.843
139,Scared to Be Lonely,Scared to Be Lonely,Martin Garrix,2017,79,220.883,137.972,1,0.195,0.261,0.584,0.0,0.0895,0.54
125,Heart Attack,Demi,Demi Lovato,2013,79,210.84,173.968,8,0.502,0.239,0.504,0.0,0.0738,0.785
50,Mercy,Illuminate (Deluxe),Shawn Mendes,2017,79,208.733,148.128,11,0.356,0.111,0.555,0.0,0.125,0.662
82,Best Day Of My Life,"Oh, What A Life",American Authors,2014,79,194.24,100.012,2,0.538,0.0558,0.673,0.000262,0.0591,0.902
39,Castle on the Hill,÷ (Deluxe),Ed Sheeran,2017,79,261.153,135.007,2,0.471,0.14,0.461,1.14e-05,0.0232,0.834
87,Fight Song,Wildfire,Rachel Platten,2016,79,204.013,175.924,7,0.33,0.155,0.564,0.0,0.0549,0.714
92,"i hate u, i love u (feat. olivia o'brien)",us,gnash,2016,79,251.03300000000002,92.6,6,0.18,0.101,0.492,0.0,0.687,0.275
101,Galway Girl,÷ (Deluxe),Ed Sheeran,2017,79,170.826,99.943,9,0.781,0.327,0.624,0.0,0.0735,0.876
65,Hall of Fame (feat. will.i.am),#3 Deluxe Version,The Script,2012,79,202.53300000000002,84.786,10,0.629,0.123,0.421,0.0,0.0654,0.873
123,How Do You Sleep?,How Do You Sleep?,Sam Smith,2019,78,202.204,110.567,1,0.345,0.0763,0.477,0.0,0.153,0.682
73,Stitches,Handwritten,Shawn Mendes,2015,78,206.88,149.882,1,0.746,0.0486,0.746,0.0,0.0152,0.754
113,Drive By,California 37,Train,2012,78,195.973,122.028,1,0.721,0.0801,0.765,1.06e-05,0.00107,0.837
107,ME! (feat. Brendon Urie of Panic! At The Disco),Lover,Taylor Swift,2019,78,193.0,182.162,0,0.728,0.118,0.61,0.0,0.033,0.83
134,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,2018,78,173.799,89.391,6,0.319,0.116,0.56,0.0,0.555,0.68
70,A Sky Full of Stars,Ghost Stories,Coldplay,2014,78,267.866,124.97,6,0.162,0.209,0.545,0.00197,0.00617,0.675
16,Wildest Dreams,1989,Taylor Swift,2014,77,220.44,140.06,8,0.467,0.106,0.553,0.0056,0.0709,0.664
131,Renegades,VHS,X Ambassadors,2015,77,195.20000000000002,90.052,2,0.528,0.229,0.526,0.0597,0.0144,0.862
36,In My Blood,Shawn Mendes,Shawn Mendes,2018,77,211.36,140.025,5,0.487,0.13,0.622,0.0,0.0573,0.712
64,If I Can't Have You,If I Can't Have You,Shawn Mendes,2019,77,190.8,123.911,2,0.864,0.147,0.692,0.0,0.524,0.809
85,Grenade,Doo-Wops & Hooligans,Bruno Mars,2010,77,223.25300000000001,110.443,2,0.227,0.118,0.706,0.0,0.146,0.558
75,Shallow - Radio Edit,A Star Is Born Soundtrack (Without Dialogue),Lady Gaga,2018,77,217.21200000000002,95.801,7,0.277,0.0872,0.575,0.0,0.416,0.33
86,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,2017,76,212.459,122.863,0,0.457,0.138,0.707,1.6e-05,0.259,0.629
128,Stay,Unapologetic (Deluxe),Rihanna,2012,76,240.70600000000002,111.893,9,0.125,0.117,0.621,6.12e-05,0.945,0.31
95,We Are Young (feat. Janelle Monáe),Some Nights,fun.,2012,76,250.626,184.086,10,0.735,0.0849,0.378,7.66e-05,0.02,0.638
141,Never Really Over,Never Really Over,Katy Perry,2019,76,223.523,99.991,8,0.385,0.316,0.77,0.0,0.194,0.882
30,The A Team,+,Ed Sheeran,2011,76,258.373,84.996,9,0.407,0.18,0.642,0.0,0.669,0.289
148,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018,76,210.772,92.213,0,0.55,0.165,0.653,0.0,0.194,0.809
126,1950,1950,King Princess,2018,76,225.133,71.912,4,0.269,0.162,0.6,4.7e-06,0.648,0.535
32,Unsteady,VHS,X Ambassadors,2015,76,193.546,117.055,0,0.199,0.116,0.389,0.000732,0.178,0.665
6,Born This Way,Born This Way (International Special Edition Version),Lady Gaga,2011,76,260.253,123.907,11,0.494,0.331,0.587,0.0,0.00327,0.828
142,Airplanes (feat. Hayley Williams of Paramore),B.o.B Presents: The Adventures of Bobby Ray,B.o.B,2010,76,180.48,93.033,6,0.377,0.0368,0.66,0.0,0.11,0.867
117,Locked Away (feat. Adam Levine),What Dreams Are Made Of,R. City,2015,75,227.48000000000002,118.413,1,0.55,0.0452,0.509,0.0,0.304,0.671
33,Lost Boy,Lost Boy,Ruth B.,2015,75,275.28000000000003,123.994,7,0.348,0.0889,0.71,0.0,0.965,0.0565
121,Glad You Came,Battleground (Deluxe Edition),The Wanted,2011,75,197.935,126.885,7,0.452,0.108,0.722,0.0,0.0319,0.851
76,Ho Hey,The Lumineers (Deluxe Edition),The Lumineers,2012,75,163.133,79.907,0,0.421,0.0908,0.682,0.0,0.765,0.471
27,Superheroes,No Sound Without Silence,The Script,2014,75,245.466,166.996,3,0.64,0.0741,0.49,0.0,0.00218,0.885
22,Let Her Go,All The Little Lights,Passenger,2012,74,252.866,75.089,7,0.244,0.104,0.509,0.0,0.385,0.538
74,Jar of Hearts,lovestrong.,Christina Perri,2011,74,246.58700000000002,74.541,3,0.0886,0.12,0.349,0.0,0.726,0.348
31,Something Just Like This,Something Just Like This,The Chainsmokers,2017,74,247.626,102.996,11,0.505,0.174,0.607,2.46e-05,0.0306,0.649
62,Pompeii,All This Bad Blood,Bastille,2013,74,214.147,127.435,9,0.571,0.271,0.679,0.0,0.0755,0.715
24,Please Don't Go,Please Don't Go,Joel Adams,2015,73,210.58,84.264,4,0.235,0.294,0.513,1.94e-05,0.0118,0.768
69,She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014,73,202.496,160.025,9,0.441,0.327,0.494,0.0,0.000569,0.951
67,Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,2018,73,210.20000000000002,129.976,0,0.296,0.764,0.553,0.0,0.299,0.502
136,Team,Pure Heroine,Lorde,2013,73,193.058,99.961,6,0.416,0.305,0.69,0.0,0.167,0.578
132,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),Howard Shore,2013,73,300.84000000000003,152.037,10,0.234,0.0718,0.581,0.0,0.559,0.0549
45,Let It Go,Chaos And The Calm,James Bay,2015,73,260.533,147.486,1,0.246,0.107,0.536,1.65e-05,0.82,0.311
60,Need You Now,Need You Now,Lady A,2010,73,236.44,107.884,4,0.316,0.243,0.581,0.000186,0.0298,0.717
147,H.O.L.Y.,Dig Your Roots,Florida Georgia Line,2016,72,194.186,78.077,7,0.564,0.0728,0.523,0.0,0.401,0.666
120,Some Nights,Some Nights,fun.,2012,72,277.04,107.938,0,0.392,0.0927,0.672,6.75e-05,0.0178,0.738
0,The Edge Of Glory,Born This Way (International Special Edition Version),Lady Gaga,2011,72,320.546,127.952,9,0.357,0.109,0.583,0.0162,0.000323,0.768
25,I Won't Give Up,Love Is a Four Letter Word (Deluxe Edition),Jason Mraz,2012,72,240.165,136.703,4,0.142,0.115,0.585,0.0,0.694,0.303
15,Say You Won't Let Go,Say You Won't Let Go,James Arthur,2016,71,211.24,99.269,10,0.483,0.0863,0.4,0.0,0.693,0.564
59,Paris,Memories...Do Not Open,The Chainsmokers,2017,71,221.506,99.99,2,0.219,0.0939,0.653,1.66e-06,0.0215,0.658
48,It's Time,Night Visions,Imagine Dragons,2012,71,240.306,105.009,2,0.86,0.144,0.656,0.0,0.0162,0.884
137,Without You (feat. Usher),Nothing but the Beat (Ultimate Edition),David Guetta,2012,70,208.133,127.884,2,0.402,0.157,0.608,4.06e-06,0.227,0.614
102,Beneath Your Beautiful (feat. Emeli Sandé),Electronic Earth (Expanded Edition),Labrinth,2012,69,271.813,83.962,2,0.238,0.104,0.561,0.0,0.227,0.522
112,It's a Beautiful Day,To Be Loved,Michael Bublé,2013,67,199.266,143.837,1,0.78,0.295,0.532,0.0,0.0559,0.795
108,Thinking out Loud,x (Wembley Edition),Ed Sheeran,2013,67,281.56,78.998,2,0.591,0.184,0.781,0.0,0.474,0.445
84,Blank Space,1989,Taylor Swift,2014,67,231.826,96.009,5,0.583,0.13,0.752,1.64e-06,0.085,0.678
37,For the First Time,Science & Faith,The Script,2010,67,252.44,173.947,9,0.381,0.104,0.388,0.0,0.0339,0.633
43,One Call Away,Nine Track Mind,Charlie Puth,2016,66,194.453,91.024,1,0.47,0.115,0.667,0.0,0.403,0.613
57,Love on the Weekend,Love on the Weekend,John Mayer,2016,65,212.626,119.941,7,0.406,0.0651,0.729,0.00287,0.547,0.546
94,Hold Back The River,Chaos And The Calm,James Bay,2014,63,238.746,134.923,5,0.506,0.0936,0.715,0.0,0.0526,0.715
20,Love Someone,3 (The Purple Album),Lukas Graham,2018,63,205.44,171.838,9,0.265,0.11,0.538,0.0,0.172,0.409
135,"How Far I'll Go - From ""Vaiana""","How Far I'll Go (From ""Vaiana"")",Alessia Cara,2016,61,175.517,180.979,9,0.16,0.0727,0.309,0.000265,0.155,0.544
83,Somebody That I Used To Know,Somebody That I Used To Know,Gotye,2011,57,244.88400000000001,129.054,0,0.674,0.107,0.863,0.000168,0.607,0.527
91,Lay Me Down - Single Version,Lay Me Down,Sam Smith,2015,53,219.04500000000002,127.867,4,0.273,0.121,0.459,0.0,0.916,0.179
61,7 Years,Lukas Graham (Blue Album),Lukas Graham,2015,52,237.3,119.951,10,0.346,0.391,0.742,0.0,0.29,0.479
96,Good Time,Good Time,Owl City,2012,49,206.98600000000002,126.057,3,0.654,0.297,0.567,6.38e-06,0.0295,0.887
149,Starving,HAIZ,Hailee Steinfeld,2016,40,181.933,99.852,4,0.498,0.102,0.668,0.0,0.414,0.613
103,Like I'm Gonna Lose You (feat. John Legend),Weekendhygge,Various Artists,2018,20,225.053,108.038,0,0.417,0.177,0.63,0.0,0.4,0.53
88,Someone Like You,21,Adele,2011,18,285.24,135.047,9,0.288,0.0996,0.554,0.0,0.893,0.321
109,Set Fire to the Rain,21,Adele,2011,11,241.693,108.003,2,0.466,0.125,0.61,1.79e-06,0.00382,0.683
144,Budapest,Wanted on Voyage,George Ezra,2014,9,200.72,127.787,5,0.406,0.108,0.714,0.0,0.0883,0.451
41,i'm so tired...,i'm so tired...,Lauv,2019,8,162.582,102.211,11,0.534,0.242,0.599,0.0,0.176,0.733
56,All I Ask,25,Adele,2015,7,271.8,141.899,4,0.348,0.124,0.592,0.0,0.889,0.28
38,When We Were Young,When We Were Young,Adele,2016,6,290.90000000000003,144.464,3,0.264,0.095,0.377,0.0,0.303,0.595
9,Hello,Hello,Adele,2015,5,295.502,157.98,5,0.289,0.0854,0.471,0.0,0.329,0.431
104,There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,2017,2,199.44,121.996,2,0.966,0.0913,0.857,0.0,0.381,0.8
105,I Will Wait,Babel,Mumford & Sons,2012,2,276.72,131.286,1,0.393,0.197,0.486,0.00832,0.0119,0.769
3,All I Want,In A Perfect World,Kodaline,2013,1,305.746,86.26,0,0.162,0.0843,0.209,0.15,0.172,0.412
116,Without You (feat. Sandro Cavazza),AVĪCI (01),Avicii,2017,1,181.672,134.009,2,0.279,0.0404,0.652,0.0,0.00179,0.855
110,Love Yourself,Purpose (Deluxe),Justin Bieber,2015,1,233.72,100.418,4,0.515,0.28,0.609,0.0,0.835,0.378
122,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,2016,1,245.20000000000002,117.973,0,0.0862,0.325,0.735,1.3e-05,0.0631,0.451
11,High Hopes,In A Perfect World (Deluxe),Kodaline,2013,1,230.266,77.278,4,0.219,0.193,0.488,0.0,0.577,0.487
115,I Miss You (feat. Julia Michaels),I Miss You (feat. Julia Michaels),Clean Bandit,2017,1,205.747,105.076,3,0.33,0.0919,0.638,3.77e-06,0.245,0.658
146,I Knew You Were Trouble,I Knew You Were Trouble.,Taylor Swift,2012,0,219.72,154.076,6,0.664,0.033,0.602,5.34e-06,0.00572,0.465
17,When You Love Someone,First Impressions,James TW,2016,0,216.373,125.863,7,0.339,0.0515,0.68,0.0,0.256,0.446
26,Dancing On My Own,Dancing On My Own,Calum Scott,2016,0,260.004,112.175,1,0.193,0.0855,0.608,1.92e-05,0.851,0.174
138,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Love Me Like You Do (From ""Fifty Shades Of Grey"")",Ellie Goulding,2015,0,252.538,189.583,5,0.266,0.127,0.258,0.0,0.281,0.631
97,Just Give Me a Reason,The Truth About Love,P!nk,2012,0,242.733,95.002,2,0.441,0.132,0.778,0.000302,0.346,0.547
35,Demons,Night Visions (Deluxe),Imagine Dragons,2012,0,175.20000000000002,179.561,3,0.416,0.28,0.327,9e-05,0.202,0.71
133,I'm Not The Only One,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,2015,0,239.316,81.996,5,0.49,0.0845,0.679,5.65e-06,0.489,0.495
40,Say Something,NOW That's What I Call Music Vol. 49,Various Artists,2014,0,227.173,33.259,2,0.0754,0.108,0.331,2.17e-06,0.842,0.145
98,On Top Of The World,Night Visions (Deluxe),Imagine Dragons,2012,0,189.84,99.252,0,0.768,0.0951,0.507,4.63e-06,0.0818,0.923
79,Stay With Me,In The Lonely Hour (Deluxe Edition),Sam Smith,2014,0,172.723,84.899,0,0.176,0.11,0.5,0.000193,0.566,0.418
119,California King Bed,Loud (Explicit Version),Rihanna,2010,0,251.6,169.857,7,0.332,0.0984,0.467,0.0,0.28,0.599
118,Try,The Truth About Love,P!nk,2012,0,247.906,103.998,2,0.551,0.0944,0.673,0.0,0.00141,0.629
114,"Flashlight - From ""Pitch Perfect 2"" Soundtrack","Flashlight (From ""Pitch Perfect 2"" Soundtrack)",Jessie J,2015,0,208.666,147.635,5,0.417,0.11,0.458,5.08e-06,0.322,0.623
89,Maps,V (Deluxe),Maroon 5,2014,0,189.973,120.032,1,0.847,0.0576,0.741,0.0,0.0141,0.715
90,What Makes You Beautiful,NRJ 200% Hits 2012,Various Artists,2012,0,199.133,125.006,4,0.85,0.104,0.688,0.0,0.0102,0.806
93,September Song,September Song,JP Cooper,2016,0,220.29,95.921,0,0.401,0.0838,0.623,0.0,0.0545,0.654
66,Mirrors,The 20/20 Experience - The Complete Experience,Justin Timberlake,2013,0,484.146,76.899,5,0.512,0.0946,0.574,0.0,0.234,0.512
