,Name,Album,Artist,Year,Popularity,Duration,Tempo,Key,Valence,Liveness,Danceability,Instrumentalness,Acousticness,Energy
5,City Slums (feat. DIVINE),City Slums (feat. DIVINE),Raja Kumari,2017,51,227.99,166.97,5,0.768,0.0852,0.777,1.24e-05,0.00387,0.796
41,secret base~君がくれたもの~,SUPER BEST アニソン伝説 3,carnivalxenon,2017,50,264.4,133.952,6,0.528,0.218,0.627,0.0,0.386,0.57
73,Sanctify,Sanctify,Years & Years,2018,50,189.815,101.96,1,0.19,0.296,0.667,2.05e-05,0.0152,0.624
28,Red Line,Red Line,Anna Yvette,2019,48,265.787,109.972,5,0.533,0.117,0.606,0.0493,0.000356,0.773
92,"The Naari Naari Song (From ""Made in China"")","The Naari Naari Song (From ""Made in China"")",Sachin-Jigar,2019,46,197.0,119.984,1,0.595,0.582,0.704,0.0,0.039,0.933
65,New Age,New Age,KSI,2019,45,156.0,119.979,4,0.22,0.0868,0.628,1.2e-06,0.0219,0.762
39,Aathma Raama,Aathma Raama,Brodha V,2014,44,234.863,92.015,5,0.711,0.183,0.78,0.0,0.116,0.758
56,"Ik Vaari Aa (From ""Raabta"")",Loveholic Arijit Singh,Arijit Singh,2019,44,274.687,128.051,4,0.425,0.708,0.507,0.0,0.303,0.752
29,Smoke Shisha Play Fifa,Smoke Shisha Play Fifa,Jordindian,2018,41,207.157,94.988,9,0.562,0.329,0.847,0.0,0.104,0.504
11,Sweet But Psycho,Sweet But Psycho,Alissa Ava,2019,37,185.52100000000002,133.172,1,0.692,0.315,0.86,0.0,0.321,0.423
21,Fasting and Furious,Fasting and Furious,Jordindian,2019,35,226.666,90.04,11,0.428,0.108,0.804,0.0,0.128,0.677
31,Dheera Dheera,Kgf Chapter 1,Various Artists,2018,34,222.427,124.727,4,0.234,0.114,0.472,2.71e-05,0.421,0.886
71,Count On Me,Now That's What I Call Music 2012-13,Various Artists,2012,32,199.226,88.987,0,0.515,0.0744,0.565,0.0,0.854,0.369
42,Salam Rocky Bhai,Kgf Chapter 1,Various Artists,2018,29,245.991,124.035,10,0.614,0.0642,0.715,0.048,0.463,0.933
51,Billionaire,Red Hot R & B,Various Artists,2011,28,210.546,86.805,6,0.593,0.187,0.628,0.0,0.342,0.737
36,Sidila Bharava,Kgf Chapter 1,Various Artists,2018,26,210.544,127.983,10,0.238,0.63,0.533,0.00129,0.32,0.909
14,Garbadhi,Kgf Chapter 1,Various Artists,2018,22,160.499,120.246,10,0.143,0.146,0.302,0.000638,0.92,0.375
75,Koti Kanasugala,Kgf Chapter 1,Various Artists,2018,21,110.943,119.699,10,0.314,0.105,0.438,0.000296,0.911,0.49
49,Someone Like You,21,Adele,2011,18,285.24,135.047,9,0.288,0.0996,0.554,0.0,0.893,0.321
54,Rolling in the Deep,21,Adele,2011,12,228.09300000000002,104.948,8,0.507,0.0473,0.73,0.0,0.138,0.77
12,Set Fire to the Rain,21,Adele,2011,11,242.973,107.995,2,0.445,0.112,0.603,1.66e-06,0.00408,0.67
10,LOVE SCENARIO,Return,iKON,2018,11,209.648,118.011,7,0.746,0.294,0.806,0.0,0.331,0.707
32,Let 'Em Talk,Let 'Em Talk,Brodha V,2017,11,235.112,101.251,8,0.706,0.0571,0.698,0.0,0.124,0.933
17,Udd Gaye - Bacardi House Party Sessions,Udd Gaye (Bacardi House Party Sessions),Ritviz,2017,10,180.413,144.956,11,0.48,0.142,0.595,0.0386,0.000712,0.818
58,Stronger Than You - Sans Version,Stronger Than You Trilogy,XanduIsBored,2017,2,207.192,94.987,11,0.31,0.361,0.522,0.00204,2.07e-05,0.953
85,for your time,cold / mess,Prateek Kuhad,2018,0,186.873,131.017,6,0.602,0.332,0.579,9.73e-05,0.0129,0.723
33,cold/mess,cold / mess,Prateek Kuhad,2018,0,281.218,145.967,11,0.299,0.167,0.509,0.0175,0.285,0.479
99,Gordon Ramsay,Gordon Ramsay,HL Wave,2019,0,141.15,74.991,10,0.812,0.2,0.883,0.0,0.0207,0.733
