,Name,Album,Artist,Year,Popularity,Duration,Tempo,Key,Valence,Liveness,Danceability,Instrumentalness,Acousticness,Energy
36,Electric,Electric,Katy Perry,2021,78,193.543,98.073,0,0.251,0.0471,0.615,0.0,0.00302,0.701
23,Met Him Last Night (feat. Ariana Grande),Dancing With The Devil…The Art of Starting Over,Demi Lovato,2021,77,204.631,144.978,4,0.12,0.101,0.538,0.0,0.22,0.512
62,Midnight (feat. Liam Payne),Midnight (feat. Liam Payne),Alesso,2020,76,220.14000000000001,144.028,11,0.281,0.115,0.587,0.0,0.0561,0.648
41,champagne problems,evermore,Taylor Swift,2020,76,244.0,171.319,0,0.32,0.113,0.462,0.0,0.92,0.24
19,Overdrive,Overdrive,Conan Gray,2021,76,183.07,104.959,5,0.46,0.141,0.568,0.0,0.0101,0.788
52,Diamonds,Love Goes,Sam Smith,2020,74,213.869,104.02,10,0.529,0.108,0.637,0.0,0.161,0.666
48,FUCKBOY,FUCKBOY,Dixie,2021,74,190.346,89.471,8,0.505,0.085,0.759,0.0,0.205,0.475
15,I Don't Know Why,I Don't Know Why,NOTD,2020,74,207.667,120.04,8,0.618,0.0832,0.499,7.2e-06,0.124,0.898
27,Deserve You,Justice,Justin Bieber,2021,72,187.238,89.934,7,0.409,0.112,0.677,0.0,0.0314,0.633
58,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021,70,137.875,178.818,8,0.758,0.384,0.61,0.0,0.297,0.508
8,Carried Away (with Madison Beer),Carried Away (with Madison Beer),Surf Mesa,2021,69,182.653,141.971,1,0.304,0.311,0.518,0.0,0.346,0.683
28,Heartless (with Julia Michaels & Morgan Wallen),Diplo Presents Thomas Wesley Chapter 1: Snake Oil,Diplo,2020,68,172.973,110.949,11,0.275,0.0728,0.648,0.0,0.212,0.553
29,Morning,Poster Girl (Summer Edition),Zara Larsson,2021,68,175.305,106.309,11,0.772,0.246,0.619,1.18e-06,0.131,0.631
39,The Difference,The Difference,Daya,2021,67,210.488,113.011,1,0.56,0.173,0.655,0.0,0.231,0.727
42,You - Topic Remix,You (Topic Remix),Regard,2021,66,157.16,124.025,6,0.696,0.241,0.733,0.000131,0.0554,0.887
63,you broke me first - Luca Schreiner Remix,you broke me first (Luca Schreiner Remix),Tate McRae,2020,66,192.338,123.916,4,0.174,0.0971,0.618,3.47e-06,0.0326,0.829
46,Break My Heart Myself (feat. Travis Barker),Better Mistakes,Bebe Rexha,2021,58,151.999,104.984,1,0.501,0.0801,0.751,0.0,0.31,0.857
37,slower - NOTD Remix,slower (NOTD Remix),Tate McRae,2021,57,183.275,109.975,4,0.426,0.132,0.678,0.0,0.227,0.67
59,You should be sad,Manic,Halsey,2020,54,205.473,110.943,2,0.323,0.109,0.591,0.0,0.143,0.585
24,Under The Influence,Welcome To Mint City,Andy Lotti,2021,50,222.13,110.023,2,0.511,0.0928,0.67,0.000755,0.0339,0.792
31,Skin - Quarterhead Remix,Skin (Quarterhead Remix),Sabrina Carpenter,2021,49,187.0,119.957,7,0.237,0.334,0.684,0.0,0.00852,0.755
34,Talking Body,Talking Body,Charming Horses,2021,49,168.387,124.037,4,0.474,0.36,0.724,0.000598,0.00118,0.821
64,Spaceman,Spaceman,Nick Jonas,2021,39,196.999,155.626,5,0.356,0.107,0.541,0.0,0.325,0.598
13,Drivers License,Drivers License,Robbe,2021,32,142.5,128.055,10,0.31,0.0906,0.637,1.5e-06,0.313,0.758
44,Want It,Want It,NEON,2021,31,160.415,136.142,4,0.287,0.0837,0.7,0.0,0.193,0.514
